72101034552;1972-10-10
72102964249;1972-10-29
72110891517;1972-11-08
72122031819;1972-12-20
72123165511;1972-12-31
73032676851;1973-03-26
73040557371;1973-04-05
73041689392;1973-04-16
73042347143;1973-04-23
73042852535;1973-04-28
73060827818;1973-06-08
73061658684;1973-06-16
73082081265;1973-08-20
73090512768;1973-09-05
73091597261;1973-09-15
74020494675;1974-02-04
74030975676;1974-03-09
74031125698;1974-03-11
74032342144;1974-03-23
74042261624;1974-04-22
74061454379;1974-06-14
74061783828;1974-06-17
74062554214;1974-06-25
74110517376;1974-11-05
75012059827;1975-01-20
75021067486;1975-02-10
75022475125;1975-02-24
75032887549;1975-03-28
75042243474;1975-04-22
75051164957;1975-05-11
75051356134;1975-05-13
75053054191;1975-05-30
75080973249;1975-08-09
75091944937;1975-09-19
75093034687;1975-09-30
75101148922;1975-10-11
76012351292;1976-01-23
76020416998;1976-02-04
76030575252;1976-03-05
76042371864;1976-04-23
76050229916;1976-05-02
76051958548;1976-05-19
76112248353;1976-11-22
77011244941;1977-01-12
77011336428;1977-01-13
77030285497;1977-03-02
77032922974;1977-03-29
77041372436;1977-04-13
77042565828;1977-04-25
77072364284;1977-07-23
78030546296;1978-03-05
78032278126;1978-03-22
78062582417;1978-06-25
78070594736;1978-07-05
78070949567;1978-07-09
78071544136;1978-07-15
78082963771;1978-08-29
78112571138;1978-11-25
78120798886;1978-12-07
79012738544;1979-01-27
79020738981;1979-02-07
79050383375;1979-05-03
79070512171;1979-07-05
79121443423;1979-12-14
80010232626;1980-01-02
80020712442;1980-02-07
80020885566;1980-02-08
80022827742;1980-02-28
80062631213;1980-06-26
80122728961;1980-12-27
81022449831;1981-02-24
81040444533;1981-04-04
81050871293;1981-05-08
81052834988;1981-05-28
81090683199;1981-09-06
81092628453;1981-09-26
81110647875;1981-11-06
82022698256;1982-02-26
82022861858;1982-02-28
82030195794;1982-03-01
82041729577;1982-04-17
82061679256;1982-06-16
82062012395;1982-06-20
82062381877;1982-06-23
82070943315;1982-07-09
82071374473;1982-07-13
82071784245;1982-07-17
82091943255;1982-09-19
82101333124;1982-10-13
82102929371;1982-10-29
82111291735;1982-11-12
82113041253;1982-11-30
82121619318;1982-12-16
83011542538;1983-01-15
83031958469;1983-03-19
83032473785;1983-03-24
83052521329;1983-05-25
83061838292;1983-06-18
83081886655;1983-08-18
83092122395;1983-09-21
83100557331;1983-10-05
83102214937;1983-10-22
83102332556;1983-10-23
83102813839;1983-10-28
83120826297;1983-12-08
84010783175;1984-01-07
84011688295;1984-01-16
84022198552;1984-02-21
84032471926;1984-03-24
84042861717;1984-04-28
84061449134;1984-06-14
84072168176;1984-07-21
84092892972;1984-09-28
85020171664;1985-02-01
85021165374;1985-02-11
85040687936;1985-04-06
85102058681;1985-10-20
85110318935;1985-11-03
86012198371;1986-01-21
86020851893;1986-02-08
86022692593;1986-02-26
86050366394;1986-05-03
86050459339;1986-05-04
86070788941;1986-07-07
86073142948;1986-07-31
86080468495;1986-08-04
86080993951;1986-08-09
86091958749;1986-09-19
86101071879;1986-10-10
86110449496;1986-11-04
87010464927;1987-01-04
87051962534;1987-05-19
87071861569;1987-07-18
87101288146;1987-10-12
87110915716;1987-11-09
88010972715;1988-01-09
88030747542;1988-03-07
88030791114;1988-03-07
88031232715;1988-03-12
88043088667;1988-04-30
88050396334;1988-05-03
88051911856;1988-05-19
88052048742;1988-05-20
89021694955;1989-02-16
89031917215;1989-03-19
89032891963;1989-03-28
89041489139;1989-04-14
89062332865;1989-06-23
89063042217;1989-06-30
89101884452;1989-10-18
89110289389;1989-11-02
89122222888;1989-12-22
90010971366;1990-01-09
90020668353;1990-02-06
90020774892;1990-02-07
90022337275;1990-02-23
90030217251;1990-03-02
90031558971;1990-03-15
90041629797;1990-04-16
90042229552;1990-04-22
90072842921;1990-07-28
90073132393;1990-07-31
90082175369;1990-08-21
90090924362;1990-09-09
90110246434;1990-11-02
90111192659;1990-11-11
91021686414;1991-02-16
91031537117;1991-03-15
91032175996;1991-03-21
91042175829;1991-04-21
91050617753;1991-05-06
91051536729;1991-05-15
91051788362;1991-05-17
91072691973;1991-07-26
91082936279;1991-08-29
91091759191;1991-09-17
91102629389;1991-10-26
92010387862;1992-01-03
92012366641;1992-01-23
92031767377;1992-03-17
92032193966;1992-03-21
92040242489;1992-04-02
92060979912;1992-06-09
92062772643;1992-06-27
92072258588;1992-07-22
92091391538;1992-09-13
93012475791;1993-01-24
93021089419;1993-02-10
93041665369;1993-04-16
93062119784;1993-06-21
93091567574;1993-09-15
93100134524;1993-10-01
93111332441;1993-11-13
93111778881;1993-11-17
93122526231;1993-12-25
94011929281;1994-01-19
94021331827;1994-02-13
94032862631;1994-03-28
94081862972;1994-08-18
94090863463;1994-09-08
94092111731;1994-09-21
94112762918;1994-11-27
94120149286;1994-12-01
94120886642;1994-12-08
94122514479;1994-12-25
95012394298;1995-01-23
95040153647;1995-04-01
95060149253;1995-06-01
95062984711;1995-06-29
95073076571;1995-07-30
95073166612;1995-07-31
95080389794;1995-08-03
95111748862;1995-11-17
96010146863;1996-01-01
96011053315;1996-01-10
96011445572;1996-01-14
96030984632;1996-03-09
96051932223;1996-05-19
96060833298;1996-06-08
96071526471;1996-07-15
96071879593;1996-07-18
96083082745;1996-08-30
96112947243;1996-11-29
97011065331;1997-01-10
97012694156;1997-01-26
97061756593;1997-06-17
97062632977;1997-06-26
97100645163;1997-10-06
97120425479;1997-12-04
98120152778;1998-12-01
99030215566;1999-03-02
99032925764;1999-03-29
99032929935;1999-03-29
99052752966;1999-05-27
99061121348;1999-06-11
99061132465;1999-06-11
99082473316;1999-08-24
99102426647;1999-10-24
99103016362;1999-10-30
99112952921;1999-11-29
99120744768;1999-12-07
